lat,lon,source,state,date,ls_type,trigger,site_id
26.19038,91.77306,NASA_COOLR,assam,2017-07-10,landslide,continuous_rain,point_00316
26.1295,91.7056,NASA_COOLR,assam,2014-09-22,landslide,rain,point_00317
25.2568,92.3825,NASA_COOLR,assam,2015-08-19,landslide,rain,point_00318
27.5003,90.5081,NASA_COOLR,assam,2011-07-21,landslide,downpour,point_00319
26.1324,91.8342,NASA_COOLR,assam,2014-09-22,landslide,rain,point_00320
26.0481,94.4619,NASA_COOLR,assam,2013-08-04,landslide,continuous_rain,point_00321
25.8376,94.5234,NASA_COOLR,assam,2013-08-04,landslide,continuous_rain,point_00322
25.6633,94.4703,NASA_COOLR,assam,2010-10-08,complex,downpour,point_00323
24.1077,94.0396,NASA_COOLR,assam,2015-08-01,landslide,continuous_rain,point_00324
26.1662,91.7138,NASA_COOLR,assam,2013-05-11,landslide,rain,point_00325
25.5006,90.0896,NASA_COOLR,assam,2014-10-20,landslide,rain,point_00326
25.4788,94.1399,NASA_COOLR,assam,2010-10-09,landslide,downpour,point_00327
24.819,94.3551,NASA_COOLR,assam,2015-07-31,landslide,continuous_rain,point_00328
26.1062,91.8717,NASA_COOLR,assam,2015-07-25,landslide,continuous_rain,point_00329
26.0214,94.5224,NASA_COOLR,assam,2015-08-19,landslide,continuous_rain,point_00330
25.8702,94.7844,NASA_COOLR,assam,2016-07-28,landslide,downpour,point_00331
25.5265,93.8673,NASA_COOLR,assam,2010-10-09,landslide,downpour,point_00332
24.9111,94.4759,NASA_COOLR,assam,2015-08-01,landslide,continuous_rain,point_00333
25.463,92.2121,NASA_COOLR,assam,2015-06-13,landslide,continuous_rain,point_00334
26.1407,91.7645,NASA_COOLR,assam,2014-06-26,landslide,continuous_rain,point_00335
26.0137,94.5163,NASA_COOLR,assam,2013-08-04,landslide,continuous_rain,point_00336
26.222,94.9152,NASA_COOLR,assam,2010-08-14,landslide,downpour,point_00337
25.7428,93.9136,NASA_COOLR,assam,2007-08-28,landslide,rain,point_00338
25.6278,94.1051,NASA_COOLR,assam,2015-08-19,landslide,continuous_rain,point_00339
26.2363,94.8133,NASA_COOLR,assam,2010-07-06,mudslide,monsoon,point_00340
24.9007,91.8644,NASA_COOLR,assam,2016-02-16,rock_fall,mining,point_00341
25.1019,93.3729,NASA_COOLR,assam,2015-08-11,landslide,continuous_rain,point_00342
25.0118,94.3136,NASA_COOLR,assam,2016-07-07,landslide,monsoon,point_00343
24.9336,93.8275,NASA_COOLR,assam,2008-06-19,mudslide,monsoon,point_00344
26.1978,91.7665,NASA_COOLR,assam,2010-04-20,landslide,downpour,point_00345
24.7339,93.9161,NASA_COOLR,assam,2010-03-27,mudslide,downpour,point_00346
25.9611,91.3681,NASA_COOLR,assam,2016-07-07,landslide,continuous_rain,point_00347
25.6623,94.1072,NASA_COOLR,assam,2010-10-10,landslide,downpour,point_00348
25.8877,94.7861,NASA_COOLR,assam,2010-07-06,mudslide,monsoon,point_00349
25.5114,90.215,NASA_COOLR,assam,2015-06-16,landslide,downpour,point_00350
24.808,93.117,NASA_COOLR,assam,2011-09-06,landslide,rain,point_00351
24.7979,92.9974,NASA_COOLR,assam,2015-07-22,landslide,continuous_rain,point_00352
25.1472,91.7483,NASA_COOLR,assam,2015-02-22,mudslide,mining,point_00353
25.6269,94.1139,NASA_COOLR,assam,2013-07-15,landslide,rain,point_00354
25.0821,91.7783,NASA_COOLR,assam,2015-11-16,landslide,unknown,point_00355
25.48,94.1383,NASA_COOLR,assam,2016-07-25,landslide,continuous_rain,point_00356
24.4638,92.4943,NASA_COOLR,assam,2016-05-18,landslide,continuous_rain,point_00357
26.1984,94.8158,NASA_COOLR,assam,2010-08-19,landslide,downpour,point_00358
25.203,90.5573,NASA_COOLR,assam,2016-07-19,translational_slide,continuous_rain,point_00359
24.5202,92.7239,NASA_COOLR,assam,2016-05-18,landslide,continuous_rain,point_00360
26.1147,94.3864,NASA_COOLR,assam,2013-07-01,landslide,downpour,point_00361
25.4538,93.9827,NASA_COOLR,assam,2015-07-22,landslide,continuous_rain,point_00362
24.19467,91.82932,NASA_COOLR,assam,2017-06-03,landslide,rain,point_00363
25.11957,94.36417,NASA_COOLR,assam,2017-06-12,mudslide,continuous_rain,point_00364
24.32421,93.15021,NASA_COOLR,assam,2017-06-26,landslide,downpour,point_00365
25.67061,94.11844,NASA_COOLR,assam,2017-06-02,landslide,continuous_rain,point_00366
25.90723,91.88189,NASA_COOLR,assam,2017-05-26,landslide,rain,point_00367
24.30416,93.18182,NASA_COOLR,assam,2017-06-27,landslide,downpour,point_00368
25.15247,92.94671,NASA_COOLR,assam,2017-06-04,landslide,continuous_rain,point_00369
24.21989,93.20266,NASA_COOLR,assam,2017-06-26,landslide,downpour,point_00370
26.33125,94.55428,NASA_COOLR,assam,2017-07-01,landslide,downpour,point_00371
26.11614,94.24223,NASA_COOLR,assam,2017-07-01,landslide,continuous_rain,point_00372
26.10431,91.86228,NASA_COOLR,assam,2017-07-03,landslide,downpour,point_00373
26.10618,91.85159,NASA_COOLR,assam,2017-07-03,landslide,downpour,point_00374
26.22247,91.92053,NASA_COOLR,assam,2017-07-03,landslide,continuous_rain,point_00375
26.09249,94.25752,NASA_COOLR,assam,2016-09-05,landslide,rain,point_00376
25.49764,94.12901,NASA_COOLR,assam,2017-07-04,landslide,continuous_rain,point_00377
26.32472,94.51465,NASA_COOLR,assam,2016-09-05,landslide,rain,point_00378
26.2045,91.87203,NASA_COOLR,assam,2017-07-03,landslide,continuous_rain,point_00379
26.14454,94.24417,NASA_COOLR,assam,2017-07-01,landslide,downpour,point_00380
24.75,93.4333,NASA_COOLR,assam,2007-10-21,landslide,rain,point_00381
25.3179,94.0462,NASA_COOLR,assam,2010-10-09,landslide,downpour,point_00382
25.8833,91.2,NASA_COOLR,assam,2010-06-09,landslide,downpour,point_00383
25.5215,93.1645,NASA_COOLR,assam,2009-08-20,landslide,downpour,point_00384
25.4769,94.1351,NASA_COOLR,assam,2010-10-08,mudslide,downpour,point_00385
27.4373,90.4678,NASA_COOLR,assam,2015-08-14,landslide,mining,point_00386
25.03562,94.01442,NASA_COOLR,assam,2011-06-28,landslide,rain,point_00387
24.1293,92.6921,NASA_COOLR,assam,2007-09-29,landslide,rain,point_00388
26.1699,94.4922,NASA_COOLR,assam,2016-07-11,landslide,unknown,point_00389
24.1988,94.1016,NASA_COOLR,assam,2015-08-01,landslide,continuous_rain,point_00390
25.0672,93.4093,NASA_COOLR,assam,2011-05-22,landslide,downpour,point_00391
26.284,94.5808,NASA_COOLR,assam,2013-08-04,landslide,continuous_rain,point_00392
25.4477,94.0489,NASA_COOLR,assam,2015-07-22,landslide,continuous_rain,point_00393
24.7505,93.4221,NASA_COOLR,assam,2010-08-27,landslide,downpour,point_00394
24.3083,91.7333,NASA_COOLR,assam,2009-05-18,mudslide,downpour,point_00395
24.6869,93.9157,NASA_COOLR,assam,2011-07-25,landslide,downpour,point_00396
25.5242,92.9914,NASA_COOLR,assam,2010-10-09,landslide,downpour,point_00397
25.6682,94.1099,NASA_COOLR,assam,2011-06-28,landslide,downpour,point_00398
26.0319,94.5466,NASA_COOLR,assam,2015-06-24,landslide,continuous_rain,point_00399
26.1314,91.7548,NASA_COOLR,assam,2014-09-22,landslide,rain,point_00400
26.1985,91.7998,NASA_COOLR,assam,2014-09-22,landslide,rain,point_00401
24.9818,93.5142,NASA_COOLR,assam,2015-07-24,mudslide,monsoon,point_00402
26.09748,91.87443,NASA_COOLR,assam,2016-07-19,landslide,unknown,point_00403
25.5125,93.3613,NASA_COOLR,assam,2011-06-29,landslide,downpour,point_00404
24.9829,93.5063,NASA_COOLR,assam,2013-09-01,mudslide,continuous_rain,point_00405
25.1622,92.0104,NASA_COOLR,assam,2016-02-25,landslide,mining,point_00406
26.0977,94.7499,NASA_COOLR,assam,2013-06-07,landslide,unknown,point_00407
24.3527,94.3429,NASA_COOLR,assam,2011-07-22,landslide,downpour,point_00408
25.1175,92.8573,NASA_COOLR,assam,2012-06-03,landslide,downpour,point_00409
25.1553,93.028,NASA_COOLR,assam,2010-04-01,landslide,downpour,point_00410
24.7625,93.4341,NASA_COOLR,assam,2013-08-17,landslide,continuous_rain,point_00411
25.5728,91.885,NASA_COOLR,assam,2010-06-28,landslide,downpour,point_00412
26.1548,91.7351,NASA_COOLR,assam,2011-09-23,landslide,downpour,point_00413
25.38,91.88,NASA_COOLR,assam,2007-07-26,landslide,rain,point_00414
25.5145,90.2023,NASA_COOLR,assam,2015-08-18,landslide,continuous_rain,point_00415
25.9703,91.8584,NASA_COOLR,assam,2015-09-06,landslide,unknown,point_00416
24.4136,91.7561,NASA_COOLR,assam,2014-05-10,landslide,rain,point_00417
24.8286,93.5935,NASA_COOLR,assam,2011-05-31,landslide,downpour,point_00418
24.9925,93.5,NASA_COOLR,assam,2009-08-20,landslide,downpour,point_00419
25.31006,94.48265,NASA_COOLR,assam,2010-08-15,landslide,downpour,point_00420
25.0985,94.3619,NASA_COOLR,assam,2013-09-24,landslide,unknown,point_00421
24.1419,94.1078,NASA_COOLR,assam,2015-08-01,landslide,continuous_rain,point_00422
27.8122,89.9019,NASA_COOLR,assam,2010-07-22,landslide,downpour,point_00423
24.5784,91.7227,NASA_COOLR,assam,2014-05-10,landslide,rain,point_00424
24.76861,92.82118,NASA_COOLR,assam,2016-09-01,landslide,flooding,point_00425
25.06657,93.93109,NASA_COOLR,assam,2017-06-30,landslide,downpour,point_00426
25.66052,94.10493,NASA_COOLR,assam,2016-08-25,mudslide,rain,point_00427
25.616,94.1167,NASA_COOLR,assam,2013-07-12,landslide,downpour,point_00428
27.5,90.5034,NASA_COOLR,assam,2010-08-23,landslide,downpour,point_00429
26.14548,91.79365,NASA_COOLR,assam,2017-07-10,landslide,continuous_rain,point_00430
26.10036,91.87352,NASA_COOLR,assam,2017-07-03,landslide,downpour,point_00431
24.95178,94.2034,NASA_COOLR,assam,2017-07-01,landslide,rain,point_00432
25.7131,94.0885,NASA_COOLR,assam,2013-07-17,mudslide,rain,point_00433
25.7658,93.9413,NASA_COOLR,assam,2013-07-17,mudslide,rain,point_00434
25.30986,94.48215,NASA_COOLR,assam,2010-07-29,landslide,downpour,point_00435
23.82042,94.05057,NASA_COOLR,manipur,,landslide,unknown,point_00436
23.89408,93.66078,NASA_COOLR,manipur,,landslide,unknown,point_00437
23.89532,93.66982,NASA_COOLR,manipur,,landslide,unknown,point_00438
23.90468,93.65573,NASA_COOLR,manipur,,landslide,unknown,point_00439
23.803,93.69072,NASA_COOLR,manipur,,landslide,unknown,point_00440
23.9278,94.0906,NASA_COOLR,manipur,2015-08-01,landslide,rain,point_00441
23.9939,94.0573,NASA_COOLR,manipur,2015-08-01,landslide,continuous_rain,point_00442
23.8447,93.0514,NASA_COOLR,manipur,2015-08-26,mudslide,continuous_rain,point_00443
23.899,94.1434,NASA_COOLR,manipur,2015-08-01,landslide,rain,point_00444
24.004,93.9815,NASA_COOLR,manipur,2015-08-01,landslide,continuous_rain,point_00445
23.43819,91.12537,NASA_COOLR,tripura,2017-03-16,landslide,construction,point_00446
23.71702,91.61577,NASA_COOLR,tripura,2018-05-20,landslide,downpour,point_00447
23.7926,91.5309,NASA_COOLR,tripura,2018-05-20,landslide,downpour,point_00448
24.02515,91.49748,NASA_COOLR,tripura,2018-05-18,landslide,continuous_rain,point_00449
22.97759,91.80439,NASA_COOLR,tripura,2017-06-18,landslide,downpour,point_00450
24.0896,91.4663,NASA_COOLR,tripura,2013-05-08,landslide,rain,point_00451
23.8986,91.7599,NASA_COOLR,tripura,2010-06-03,landslide,downpour,point_00452
23.0137,91.7174,NASA_COOLR,tripura,2014-08-14,mudslide,downpour,point_00453
23.8647,91.89497,NASA_COOLR,tripura,2017-06-03,landslide,continuous_rain,point_00454
