site_id,lat,lon,source,state,date,ls_type,trigger,landslide_occurred
negative_west_bengal_00471,26.993906812469923,88.36469656502807,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00472,26.78676834667392,88.53346818814296,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00473,26.88153384283912,88.69861920939137,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00474,26.8533131953418,88.63271395819582,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00475,26.953833842659964,88.9075798261953,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00476,26.73763162361584,89.34991532961529,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00477,26.822397581728932,88.8144060692139,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00478,26.90122134654589,88.72210109433394,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00479,26.818531976613055,88.76370786038758,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00480,26.766486736390533,88.90501764624972,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00481,26.970578920249235,88.65421288480617,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00482,27.097830554874434,88.7564955643563,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00483,27.169737690647903,88.4958131291013,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00484,26.7617058144056,89.46312454900227,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00485,26.77544771116431,88.9445821819913,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00486,27.149932997209817,88.50700589328187,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00487,26.969628526287323,88.26033734062001,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00488,26.944180662325856,88.18104654354362,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00489,26.909874988913856,89.26335467070514,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00490,27.149949372226168,88.25839600900713,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00491,26.914703441271186,88.65959492578945,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00492,26.78534039101592,88.76107651036156,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00493,26.956470743898638,88.68152155287339,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00494,26.817140266618104,88.68241033960055,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00495,26.788749084916248,88.71076497103319,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00496,27.000731234309704,88.50442223629085,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00497,26.861920558998627,88.71447929766423,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00498,26.75404468387919,89.0037259041533,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00499,26.993576464928527,89.11509339511406,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00500,26.709609722169702,89.51456216530478,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00501,26.798268607037095,88.99404492058842,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00502,26.784383503421545,88.76783254281585,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00503,26.83575666779555,88.40110282203456,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00504,26.84330776702924,89.08443766885063,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00505,26.931265447581016,88.85337721794559,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00506,26.851696081448722,88.79430888908978,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00507,26.904203110361,88.93668637242527,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00508,26.78073634745108,88.70870558713614,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00509,26.833371323414188,88.6545298748794,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00510,27.177752803039347,88.5058084841473,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00511,26.93715817737812,89.02307745348881,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00512,26.87737672480403,89.03438680382233,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00513,26.75996882605562,89.44420107340443,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00514,27.031695693664453,88.78142541273937,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00515,26.724383687585544,89.27280951419797,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00516,27.11248113905961,88.16234882393441,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00517,27.083836129175438,88.77785100571472,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00518,26.9384707878376,88.88208988212278,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00519,26.717162107085258,89.45075875697039,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00520,26.948716288175792,88.67858824696465,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00521,26.852807618491838,88.83771785193863,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00522,26.81531796705706,88.57693420441417,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00523,26.80875271096504,89.4789796561376,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00524,26.727077329137934,89.3132806160404,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00525,26.785067304740526,88.49730325872487,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00526,26.965385468054528,88.27487798629188,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00527,26.813550199287334,89.40928015368605,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00528,26.838271121713543,88.99352435603991,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00529,26.956601349287777,88.76232572558972,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00530,26.73943775975671,89.34198022669119,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00531,26.85062119142763,89.04393322596823,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00532,27.019165376689404,89.04617173670151,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00533,27.064409997995238,88.79595866636866,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00534,26.973428188063966,88.86957387593218,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00535,26.980143484279836,89.03861259416372,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00536,26.95663590255422,89.10812676313745,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00537,26.741537317875725,89.07724112266924,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00538,26.983635627819588,88.21911372831528,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00539,26.8585721955885,89.05256180109612,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00540,26.80742385208517,88.9091338060944,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00541,26.7960362462576,88.98749456137874,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00542,27.028369543379792,88.12506316533458,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00543,27.00830606077995,88.95449001571271,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00544,26.898590128326017,88.8383369730058,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00545,26.79770753920041,88.98144018277554,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00546,26.877646173838862,89.3688403463306,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00547,26.907081349244663,88.9125223453083,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00548,26.814811763029315,88.63389405735053,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00549,26.876658370087497,88.94638695859845,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00550,26.836569572561103,88.60053399817254,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00551,26.937790173885684,88.9726143426873,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00552,26.88690620822778,89.07349481801825,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00553,26.997262379070964,88.97576829826214,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00554,27.148248560941546,88.27215554883507,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00555,26.890014821695054,88.81918772233269,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00556,26.75298307753829,89.15438918810993,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00557,27.063098511336722,88.82859678689353,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00558,26.806295939861805,89.09055483343157,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00559,26.864799391009146,89.17682453134007,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00560,27.072679548986894,88.88864410473045,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00561,27.116058272219167,88.39725483932598,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00562,27.151030057119183,88.44858755529067,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00563,26.89993585142081,89.01903881071615,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00564,26.86054953580502,89.00100525819967,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00565,26.81061555547954,88.54877140874108,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00566,26.936451528644593,88.20583709461961,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00567,26.794821639579496,88.84133427373645,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00568,26.78945081706816,89.4378348776037,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00569,26.812916182157792,88.72434558124196,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00570,27.088909703776245,88.88660194537736,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00571,26.92201109763724,89.02504074697882,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00572,26.912152440888907,89.09069300026658,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00573,26.924282472420614,88.73193336135024,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00574,26.938629713206556,89.03698359049463,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00575,26.859946183846386,89.30924947598226,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00576,27.120912845711974,88.72304420994821,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00577,26.9542857032733,89.21459083141293,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00578,27.092104271640387,88.71399713581046,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00579,26.922569138517332,89.24920650781674,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00580,26.89394418652364,88.65978900298475,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00581,26.759023650510755,89.37423590639452,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00582,27.13184323366385,88.72330240313586,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00583,26.85635493187376,88.99213495048762,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00584,26.918443879682435,88.52130702213867,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00585,26.731476376567702,89.46187164052631,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00586,26.950515713106686,89.19030194111832,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00587,26.715745072033712,89.54512322408806,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00588,26.866526036096687,89.32329554679195,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00589,26.9450706201652,89.14778345390519,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00590,26.86489203563146,89.12980404557271,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00591,26.72869297671649,89.45934194256016,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00592,26.98540201113087,88.1706928003086,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00593,26.812316718822725,88.26672285880834,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00594,26.96707084141924,88.11577047473625,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00595,26.800104565653946,88.84268329318975,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00596,26.82498904443477,89.14983087946699,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00597,26.81260818504963,88.79780591945375,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00598,26.877245666467996,89.34561743811574,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00599,26.90428559960447,88.70130554564496,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00600,26.84981938132937,89.42470637360051,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00601,26.90446445620946,89.16819963492401,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00602,26.917308869666623,89.10263278006542,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00603,26.85388062035912,88.98320262782141,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00604,26.801006669739095,88.98108028139569,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00605,26.99251684329048,89.09631369477563,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00606,26.898746996858623,89.10531652190623,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00607,27.150743648507092,88.70748831111825,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00608,26.76519631081413,89.24061917549237,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00609,27.023685526222398,88.9561073364222,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00610,26.768056142954503,88.82776777024704,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00611,27.041111916050536,88.12605008019572,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00612,27.023996398897307,88.3366349234212,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00613,26.9824105641411,88.16850795131634,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00614,26.794013049470582,89.05743952577515,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00615,26.924238495230092,89.17812387406892,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00616,26.774790240281035,89.42442540336451,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00617,27.14193775172405,88.31484223860332,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00618,26.857482512601077,88.93030494391134,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00619,27.142252750997056,88.48121436896605,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00620,26.98358819876086,88.23633895792005,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00621,26.831395681614474,88.60184720220964,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00622,26.782024020620064,89.02341790588437,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00623,27.01249393854406,88.84920668175926,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00624,27.150423669599608,88.28195907879571,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00625,26.82880827362713,89.08956763439627,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00626,26.990525492882725,88.23425618302812,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00627,26.962246092504348,88.1696997571659,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00628,26.924778651930183,89.00539226177088,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00629,26.795220851173763,89.15862608344122,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00630,26.74624879946624,89.05027021395016,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00631,26.736788082746347,89.64615226568102,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00632,26.80734108014991,88.61134331075418,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00633,27.057612575516448,88.72295811360509,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00634,26.97301448151122,88.85770686756905,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00635,26.877994635999503,89.07095314827387,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00636,26.723426869625946,89.38288237993314,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00637,26.80508855391873,88.49110368079823,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00638,27.0049655020228,88.37534023667695,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00639,27.147310986349943,88.70044663785409,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00640,27.008408837470167,88.83564301767234,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00641,26.935943703099163,89.09123265909466,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00642,26.766418691791177,89.09579271708837,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00643,26.824707677577038,88.42734930219059,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00644,26.909502810345582,89.06323744459301,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00645,26.911539177263144,88.69080124413264,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00646,26.781346057521887,88.7503278750761,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00647,26.912735438715924,89.28592249811159,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00648,26.823426063726934,89.08158572833153,negative_sample,West Bengal,,none,none,0
negative_west_bengal_00649,26.84757059819842,89.33471269108203,negative_sample,West Bengal,,none,none,0
negative_nagaland_00650,24.255798505242744,92.56251232516928,negative_sample,Nagaland,,none,none,0
negative_nagaland_00651,25.83510208818212,93.92610419739762,negative_sample,Nagaland,,none,none,0
negative_nagaland_00652,24.52182289331909,92.7194375063124,negative_sample,Nagaland,,none,none,0
negative_nagaland_00653,24.57690104733492,92.60849308632802,negative_sample,Nagaland,,none,none,0
negative_nagaland_00654,24.327782827864578,92.32318165145736,negative_sample,Nagaland,,none,none,0
negative_nagaland_00655,25.946504264626352,94.26102536183485,negative_sample,Nagaland,,none,none,0
negative_nagaland_00656,23.903077322486194,91.89557260794409,negative_sample,Nagaland,,none,none,0
negative_nagaland_00657,26.734941191886428,95.1403587762343,negative_sample,Nagaland,,none,none,0
negative_nagaland_00658,25.880751601627058,93.78328770697631,negative_sample,Nagaland,,none,none,0
negative_nagaland_00659,25.75201005842961,94.90713761741746,negative_sample,Nagaland,,none,none,0
negative_nagaland_00660,24.023036660744157,92.03523386123767,negative_sample,Nagaland,,none,none,0
negative_nagaland_00661,25.56733085884904,94.45873148251584,negative_sample,Nagaland,,none,none,0
negative_nagaland_00662,24.757165231291125,92.64399344710726,negative_sample,Nagaland,,none,none,0
negative_nagaland_00663,25.896058354747815,94.34942453073604,negative_sample,Nagaland,,none,none,0
negative_nagaland_00664,25.234350272730957,93.9515369136093,negative_sample,Nagaland,,none,none,0
negative_nagaland_00665,24.139103306567826,92.23008548397809,negative_sample,Nagaland,,none,none,0
negative_nagaland_00666,24.73057728564985,92.909467910879,negative_sample,Nagaland,,none,none,0
negative_nagaland_00667,24.437230566027353,92.85073180719135,negative_sample,Nagaland,,none,none,0
negative_nagaland_00668,25.94091595047821,93.92864713963787,negative_sample,Nagaland,,none,none,0
negative_nagaland_00669,26.28382993098183,94.15086755880367,negative_sample,Nagaland,,none,none,0
negative_nagaland_00670,25.389906143299502,93.36581827994345,negative_sample,Nagaland,,none,none,0
negative_nagaland_00671,25.039443435338328,93.88174071783978,negative_sample,Nagaland,,none,none,0
negative_nagaland_00672,25.25948454315555,93.70580297904533,negative_sample,Nagaland,,none,none,0
negative_nagaland_00673,25.276379204941108,94.33650164845649,negative_sample,Nagaland,,none,none,0
negative_nagaland_00674,26.649246132252568,94.96658310093501,negative_sample,Nagaland,,none,none,0
negative_nagaland_00675,25.649796614039403,93.58849030354233,negative_sample,Nagaland,,none,none,0
negative_nagaland_00676,24.82191641615031,92.9503240073222,negative_sample,Nagaland,,none,none,0
negative_nagaland_00677,24.04849138900715,92.20641884811394,negative_sample,Nagaland,,none,none,0
negative_nagaland_00678,25.56549458971603,94.47608115770883,negative_sample,Nagaland,,none,none,0
negative_nagaland_00679,24.8374192817237,93.40859368818643,negative_sample,Nagaland,,none,none,0
negative_nagaland_00680,25.22529255142699,93.64024126634396,negative_sample,Nagaland,,none,none,0
negative_nagaland_00681,24.805891064411696,92.7773272483565,negative_sample,Nagaland,,none,none,0
negative_nagaland_00682,25.58673890957291,93.72758158313938,negative_sample,Nagaland,,none,none,0
negative_nagaland_00683,24.756283116602795,92.76535767573043,negative_sample,Nagaland,,none,none,0
negative_nagaland_00684,25.745825532624664,94.11502581196487,negative_sample,Nagaland,,none,none,0
negative_nagaland_00685,25.049683963647176,93.45042483694921,negative_sample,Nagaland,,none,none,0
negative_nagaland_00686,25.74754986825671,94.10759724100323,negative_sample,Nagaland,,none,none,0
negative_nagaland_00687,26.26103861964178,94.76948497557514,negative_sample,Nagaland,,none,none,0
negative_nagaland_00688,24.449716531198387,92.71132249402326,negative_sample,Nagaland,,none,none,0
negative_nagaland_00689,26.289453468277376,94.93421129210586,negative_sample,Nagaland,,none,none,0
negative_nagaland_00690,25.465551195367475,93.6471031755565,negative_sample,Nagaland,,none,none,0
negative_nagaland_00691,24.73138293813888,92.8154729905926,negative_sample,Nagaland,,none,none,0
negative_nagaland_00692,24.311714535588454,92.58509286898939,negative_sample,Nagaland,,none,none,0
negative_nagaland_00693,26.08640341227943,94.0617613414424,negative_sample,Nagaland,,none,none,0
negative_nagaland_00694,25.4706804458402,94.10732172233244,negative_sample,Nagaland,,none,none,0
negative_nagaland_00695,26.54126054249154,94.98144405853569,negative_sample,Nagaland,,none,none,0
negative_nagaland_00696,26.20022618436532,94.31881734865011,negative_sample,Nagaland,,none,none,0
negative_nagaland_00697,25.120801290879434,93.20835862037559,negative_sample,Nagaland,,none,none,0
negative_nagaland_00698,25.003391657582593,93.61082916875388,negative_sample,Nagaland,,none,none,0
negative_nagaland_00699,25.074646183768035,93.61203463296549,negative_sample,Nagaland,,none,none,0
negative_nagaland_00700,26.56231824595391,94.58705074530343,negative_sample,Nagaland,,none,none,0
negative_nagaland_00701,25.48235179334928,94.6283531222358,negative_sample,Nagaland,,none,none,0
negative_nagaland_00702,26.065127892915278,94.1361454777312,negative_sample,Nagaland,,none,none,0
negative_nagaland_00703,25.629155182768784,94.69111045048311,negative_sample,Nagaland,,none,none,0
negative_nagaland_00704,25.49523118359991,94.20088046905407,negative_sample,Nagaland,,none,none,0
negative_nagaland_00705,26.08273530755558,94.9150697136888,negative_sample,Nagaland,,none,none,0
negative_nagaland_00706,25.074614581059848,93.4458557452702,negative_sample,Nagaland,,none,none,0
negative_nagaland_00707,26.207412069806477,94.15445055201117,negative_sample,Nagaland,,none,none,0
negative_nagaland_00708,25.330490913271,93.86115730717093,negative_sample,Nagaland,,none,none,0
negative_nagaland_00709,25.298078484108498,94.17559654382354,negative_sample,Nagaland,,none,none,0
negative_nagaland_00710,26.197113173201586,94.37010551323677,negative_sample,Nagaland,,none,none,0
negative_nagaland_00711,26.480545718641878,94.73912280418547,negative_sample,Nagaland,,none,none,0
negative_nagaland_00712,24.430049993681205,92.35355609461031,negative_sample,Nagaland,,none,none,0
negative_nagaland_00713,25.89287764578367,93.78952069049625,negative_sample,Nagaland,,none,none,0
negative_nagaland_00714,25.475082500478294,94.02393869577837,negative_sample,Nagaland,,none,none,0
negative_nagaland_00715,25.022680744420988,93.77636220639634,negative_sample,Nagaland,,none,none,0
negative_nagaland_00716,25.39308877653945,94.50817619041857,negative_sample,Nagaland,,none,none,0
negative_nagaland_00717,24.940452951229695,92.8911052804486,negative_sample,Nagaland,,none,none,0
negative_nagaland_00718,24.381411646644928,92.70355574763917,negative_sample,Nagaland,,none,none,0
negative_nagaland_00719,24.359432784737642,92.74596650883414,negative_sample,Nagaland,,none,none,0
negative_nagaland_00720,25.845811831941646,94.81226430904684,negative_sample,Nagaland,,none,none,0
negative_nagaland_00721,24.804755366467266,92.69973176045868,negative_sample,Nagaland,,none,none,0
negative_nagaland_00722,25.245378259823532,93.16032833111392,negative_sample,Nagaland,,none,none,0
negative_nagaland_00723,26.092099612412774,94.7325077699442,negative_sample,Nagaland,,none,none,0
negative_nagaland_00724,26.323010723870972,94.67764983612506,negative_sample,Nagaland,,none,none,0
negative_nagaland_00725,25.332426940920506,93.9166450195082,negative_sample,Nagaland,,none,none,0
negative_nagaland_00726,26.08756596872358,94.17043815802799,negative_sample,Nagaland,,none,none,0
negative_nagaland_00727,26.555613168953354,94.9768658867648,negative_sample,Nagaland,,none,none,0
negative_nagaland_00728,25.532815972530145,93.68623192811387,negative_sample,Nagaland,,none,none,0
negative_nagaland_00729,24.31515300222285,92.39709402455419,negative_sample,Nagaland,,none,none,0
negative_nagaland_00730,24.798406179743218,93.29869489894824,negative_sample,Nagaland,,none,none,0
negative_nagaland_00731,24.593474204185775,92.5766294077813,negative_sample,Nagaland,,none,none,0
negative_nagaland_00732,24.77709403189906,93.46929688200088,negative_sample,Nagaland,,none,none,0
negative_nagaland_00733,25.693509694137386,94.00118966782259,negative_sample,Nagaland,,none,none,0
negative_nagaland_00734,26.725246856801164,94.98965150754195,negative_sample,Nagaland,,none,none,0
negative_nagaland_00735,25.763548577213474,93.64639648489396,negative_sample,Nagaland,,none,none,0
negative_nagaland_00736,24.578944273452286,93.12321558912711,negative_sample,Nagaland,,none,none,0
negative_nagaland_00737,25.690198321623534,94.01559894064253,negative_sample,Nagaland,,none,none,0
negative_nagaland_00738,26.21628984191484,94.9747494637779,negative_sample,Nagaland,,none,none,0
negative_nagaland_00739,24.943338395596644,93.1787310676491,negative_sample,Nagaland,,none,none,0
negative_nagaland_00740,24.59871434875706,93.16780447419431,negative_sample,Nagaland,,none,none,0
negative_nagaland_00741,25.426181910054428,94.217809644606,negative_sample,Nagaland,,none,none,0
negative_nagaland_00742,25.192753714516456,93.11773968064323,negative_sample,Nagaland,,none,none,0
negative_nagaland_00743,25.623239665091997,93.96766880975936,negative_sample,Nagaland,,none,none,0
negative_nagaland_00744,25.92694456450381,94.25120085790091,negative_sample,Nagaland,,none,none,0
negative_nagaland_00745,24.592073600658622,93.1542961933617,negative_sample,Nagaland,,none,none,0
negative_nagaland_00746,24.945529059067646,92.95052160425192,negative_sample,Nagaland,,none,none,0
negative_nagaland_00747,25.18295505079028,93.85198252140546,negative_sample,Nagaland,,none,none,0
negative_nagaland_00748,24.099573216964572,92.04247067450261,negative_sample,Nagaland,,none,none,0
negative_nagaland_00749,25.358104560056162,93.48106113581643,negative_sample,Nagaland,,none,none,0
negative_nagaland_00750,25.380501786107658,94.15355226296333,negative_sample,Nagaland,,none,none,0
negative_nagaland_00751,25.206321813425976,93.4648603385875,negative_sample,Nagaland,,none,none,0
negative_nagaland_00752,24.676997687890278,93.05430376163213,negative_sample,Nagaland,,none,none,0
negative_nagaland_00753,25.42576715463369,93.49117369208214,negative_sample,Nagaland,,none,none,0
negative_nagaland_00754,25.068925644089635,93.99553810428863,negative_sample,Nagaland,,none,none,0
negative_nagaland_00755,25.554523971100046,93.53645297948928,negative_sample,Nagaland,,none,none,0
negative_nagaland_00756,25.95648968882235,95.00565180114926,negative_sample,Nagaland,,none,none,0
negative_nagaland_00757,26.680483066555862,95.1647204943075,negative_sample,Nagaland,,none,none,0
negative_nagaland_00758,24.26337123292225,92.58421172159674,negative_sample,Nagaland,,none,none,0
negative_nagaland_00759,25.436420523293815,93.65642481867957,negative_sample,Nagaland,,none,none,0
negative_nagaland_00760,24.32896189084994,92.43446406723842,negative_sample,Nagaland,,none,none,0
negative_nagaland_00761,25.794229271832503,93.96530031132765,negative_sample,Nagaland,,none,none,0
negative_nagaland_00762,24.83349531112791,93.46333470061741,negative_sample,Nagaland,,none,none,0
negative_nagaland_00763,25.429791132871586,93.92407384403596,negative_sample,Nagaland,,none,none,0
negative_nagaland_00764,24.55268874213726,92.50488345558928,negative_sample,Nagaland,,none,none,0
negative_nagaland_00765,25.12539572154483,93.59244740372931,negative_sample,Nagaland,,none,none,0
negative_nagaland_00766,26.376969741957375,94.59231481232847,negative_sample,Nagaland,,none,none,0
negative_nagaland_00767,25.516685298855226,93.95550430358556,negative_sample,Nagaland,,none,none,0
negative_nagaland_00768,24.581165210764944,92.96022734049782,negative_sample,Nagaland,,none,none,0
negative_nagaland_00769,25.650994885050757,93.5643746245002,negative_sample,Nagaland,,none,none,0
